,path,label,bytes
3434,./dataset/obj46__275.png,obj46,[49 46 26 ... 26 26 26]
3435,./dataset/obj61__125.png,obj61,[49 46 25 ... 25 25 25]
3436,./dataset/obj53__30.png,obj53,[49 46 27 ... 27 27 27]
3437,./dataset/obj38__185.png,obj38,[49 46 25 ... 25 25 25]
3438,./dataset/obj3__225.png,obj3,[49 46 25 ... 25 25 25]
3439,./dataset/obj57__160.png,obj57,[49 46 26 ... 26 26 26]
3440,./dataset/obj23__330.png,obj23,[49 46 25 ... 25 25 25]
3441,./dataset/obj70__230.png,obj70,[49 46 25 ... 25 25 25]
3442,./dataset/obj85__130.png,obj85,[49 46 26 ... 26 26 26]
3443,./dataset/obj29__290.png,obj29,[49 46 25 ... 25 25 25]
3444,./dataset/obj32__50.png,obj32,[49 46 25 ... 25 25 25]
3445,./dataset/obj84__130.png,obj84,[49 46 25 ... 25 25 25]
3446,./dataset/obj22__330.png,obj22,[49 46 25 ... 25 25 25]
3447,./dataset/obj56__160.png,obj56,[49 46 28 ... 28 28 28]
3448,./dataset/obj71__230.png,obj71,[49 46 25 ... 25 25 25]
3449,./dataset/obj28__290.png,obj28,[49 46 27 ... 27 27 27]
3450,./dataset/obj2__225.png,obj2,[49 46 25 ... 27 26 25]
3451,./dataset/obj22__50.png,obj22,[49 46 26 ... 26 26 26]
3452,./dataset/obj32__45.png,obj32,[49 46 25 ... 25 25 25]
3453,./dataset/obj68__10.png,obj68,[49 46 31 ... 31 31 31]
3454,./dataset/obj3__230.png,obj3,[49 46 25 ... 25 25 25]
3455,./dataset/obj29__285.png,obj29,[49 46 25 ... 25 25 25]
3456,./dataset/obj85__125.png,obj85,[49 46 26 ... 26 26 26]
3457,./dataset/obj70__225.png,obj70,[49 46 25 ... 25 25 25]
3458,./dataset/obj57__175.png,obj57,[49 46 26 ... 26 26 26]
3459,./dataset/obj23__325.png,obj23,[49 46 25 ... 25 25 25]
3460,./dataset/obj22__45.png,obj22,[49 46 26 ... 26 26 26]
3461,./dataset/obj28__285.png,obj28,[49 46 27 ... 27 27 27]
3462,./dataset/obj71__225.png,obj71,[49 46 25 ... 25 25 25]
3463,./dataset/obj22__325.png,obj22,[49 46 25 ... 25 25 25]
3464,./dataset/obj56__175.png,obj56,[49 46 28 ... 28 28 28]
3465,./dataset/obj84__125.png,obj84,[49 46 25 ... 25 25 25]
3466,./dataset/obj2__230.png,obj2,[49 46 25 ... 26 29 25]
3467,./dataset/obj78__10.png,obj78,[49 46 28 ... 28 28 28]
3468,./dataset/obj19__70.png,obj19,[49 46 25 ... 25 25 25]
3469,./dataset/obj39__190.png,obj39,[49 46 25 ... 27 28 29]
3470,./dataset/obj78__315.png,obj78,[49 46 27 ... 27 27 27]
3471,./dataset/obj95__230.png,obj95,[49 46 27 ... 27 27 27]
3472,./dataset/obj43__25.png,obj43,[49 46 26 ... 26 26 26]
3473,./dataset/obj60__130.png,obj60,[49 46 27 ... 27 27 27]
3474,./dataset/obj47__260.png,obj47,[49 46 25 ... 25 25 25]
3475,./dataset/obj4__10.png,obj4,[49 46 25 ... 25 25 25]
3476,./dataset/obj48__80.png,obj48,[49 46 25 ... 25 25 25]
3477,./dataset/obj58__80.png,obj58,[49 46 25 ... 25 25 25]
3478,./dataset/obj38__190.png,obj38,[49 46 25 ... 25 25 25]
3479,./dataset/obj61__130.png,obj61,[49 46 25 ... 25 25 25]
3480,./dataset/obj53__25.png,obj53,[49 46 27 ... 27 27 27]
3481,./dataset/obj46__260.png,obj46,[49 46 25 ... 25 25 25]
3482,./dataset/obj79__315.png,obj79,[49 46 26 ... 26 26 26]
3483,./dataset/obj94__230.png,obj94,[49 46 25 ... 25 25 25]
3484,./dataset/obj34__280.png,obj34,[49 46 25 ... 25 25 25]
3485,./dataset/obj98__120.png,obj98,[49 46 26 ... 26 26 26]
3486,./dataset/obj26__105.png,obj26,[49 46 26 ... 26 26 26]
3487,./dataset/obj52__355.png,obj52,[49 46 25 ... 25 25 25]
3488,./dataset/obj80__305.png,obj80,[49 46 35 ... 35 35 35]
3489,./dataset/obj35__280.png,obj35,[49 46 25 ... 25 25 25]
3490,./dataset/obj81__305.png,obj81,[49 46 28 ... 28 28 28]
3491,./dataset/obj99__120.png,obj99,[49 46 34 ... 34 34 34]
3492,./dataset/obj53__355.png,obj53,[49 46 27 ... 27 27 27]
3493,./dataset/obj27__105.png,obj27,[49 46 28 ... 28 28 28]
3494,./dataset/obj24__195.png,obj24,[49 46 25 ... 25 25 25]
3495,./dataset/obj36__210.png,obj36,[49 46 26 ... 26 26 26]
3496,./dataset/obj88__235.png,obj88,[49 46 26 ... 26 26 26]
3497,./dataset/obj65__310.png,obj65,[49 46 26 ... 26 26 26]
3498,./dataset/obj11__140.png,obj11,[49 46 29 ... 29 29 29]
3499,./dataset/obj55__60.png,obj55,[49 46 26 ... 26 26 26]
3500,./dataset/obj14__90.png,obj14,[49 46 25 ... 25 25 25]
3501,./dataset/obj25__195.png,obj25,[49 46 27 ... 27 27 27]
3502,./dataset/obj37__210.png,obj37,[49 46 25 ... 25 25 25]
3503,./dataset/obj89__235.png,obj89,[49 46 25 ... 25 25 25]
3504,./dataset/obj10__140.png,obj10,[49 46 27 ... 27 27 27]
3505,./dataset/obj64__310.png,obj64,[49 46 26 ... 26 26 26]
3506,./dataset/obj2__55.png,obj2,[49 46 27 ... 27 27 27]
3507,./dataset/obj45__60.png,obj45,[49 46 26 ... 26 26 26]
3508,./dataset/obj93__255.png,obj93,[49 46 25 ... 25 25 25]
3509,./dataset/obj66__155.png,obj66,[49 46 26 ... 26 26 26]
3510,./dataset/obj12__305.png,obj12,[49 46 28 ... 28 28 28]
3511,./dataset/obj23__40.png,obj23,[49 46 25 ... 25 25 25]
3512,./dataset/obj41__205.png,obj41,[49 46 32 ... 32 32 32]
3513,./dataset/obj53__180.png,obj53,[49 46 27 ... 27 27 27]
3514,./dataset/obj79__15.png,obj79,[49 46 27 ... 27 27 27]
3515,./dataset/obj13__305.png,obj13,[49 46 27 ... 27 27 27]
3516,./dataset/obj33__40.png,obj33,[49 46 25 ... 25 25 25]
3517,./dataset/obj67__155.png,obj67,[49 46 26 ... 26 26 26]
3518,./dataset/obj40__205.png,obj40,[49 46 25 ... 25 25 25]
3519,./dataset/obj92__255.png,obj92,[49 46 25 ... 25 25 25]
3520,./dataset/obj52__180.png,obj52,[49 46 25 ... 25 25 25]
3521,./dataset/obj69__15.png,obj69,[49 46 25 ... 25 25 25]
3522,./dataset/obj49__335.png,obj49,[49 46 25 ... 25 25 25]
3523,./dataset/obj83__140.png,obj83,[49 46 25 ... 25 25 25]
3524,./dataset/obj76__240.png,obj76,[49 46 25 ... 25 25 25]
3525,./dataset/obj25__340.png,obj25,[49 46 27 ... 27 27 27]
3526,./dataset/obj51__110.png,obj51,[49 46 29 ... 29 29 29]
3527,./dataset/obj43__295.png,obj43,[49 46 30 ... 30 30 30]
3528,./dataset/obj5__255.png,obj5,[49 46 26 ... 26 26 26]
3529,./dataset/obj59__85.png,obj59,[49 46 25 ... 25 25 25]
3530,./dataset/obj52__20.png,obj52,[49 46 25 ... 25 25 25]
3531,./dataset/obj4__255.png,obj4,[49 46 25 ... 25 25 25]
3532,./dataset/obj18__75.png,obj18,[49 46 26 ... 26 26 26]
3533,./dataset/obj77__240.png,obj77,[49 46 28 ... 28 28 28]
3534,./dataset/obj50__110.png,obj50,[49 46 27 ... 27 27 27]
3535,./dataset/obj24__340.png,obj24,[49 46 25 ... 25 25 25]
3536,./dataset/obj48__335.png,obj48,[49 46 25 ... 25 25 25]
3537,./dataset/obj82__140.png,obj82,[49 46 27 ... 28 27 26]
3538,./dataset/obj42__295.png,obj42,[49 46 25 ... 25 25 25]
3539,./dataset/obj42__20.png,obj42,[49 46 28 ... 28 28 28]
3540,./dataset/obj49__85.png,obj49,[49 46 25 ... 25 25 25]
3541,./dataset/obj5__15.png,obj5,[49 46 26 ... 26 26 26]
3542,./dataset/obj8__145.png,obj8,[49 46 25 ... 25 25 25]
3543,./dataset/obj30__275.png,obj30,[49 46 25 ... 25 25 25]
3544,./dataset/obj17__125.png,obj17,[49 46 25 ... 25 25 25]
3545,./dataset/obj31__275.png,obj31,[49 46 25 ... 25 25 25]
3546,./dataset/obj16__125.png,obj16,[49 46 25 ... 25 25 25]
3547,./dataset/obj9__145.png,obj9,[49 46 27 ... 27 27 27]
3548,./dataset/obj15__95.png,obj15,[49 46 25 ... 25 25 25]
3549,./dataset/obj54__330.png,obj54,[49 46 25 ... 25 25 25]
3550,./dataset/obj3__50.png,obj3,[49 46 25 ... 25 25 25]
3551,./dataset/obj20__160.png,obj20,[49 46 25 ... 25 25 25]
3552,./dataset/obj38__345.png,obj38,[49 46 25 ... 25 25 25]
3553,./dataset/obj44__65.png,obj44,[49 46 27 ... 27 27 27]
3554,./dataset/obj100__305.png,obj100,[49 46 25 ... 25 25 25]
3555,./dataset/obj54__65.png,obj54,[49 46 25 ... 25 25 25]
3556,./dataset/obj39__345.png,obj39,[49 46 25 ... 26 24 25]
3557,./dataset/obj21__160.png,obj21,[49 46 26 ... 26 26 26]
3558,./dataset/obj55__330.png,obj55,[49 46 27 ... 27 27 27]
3559,./dataset/obj77__95.png,obj77,[49 46 26 ... 26 26 26]
3560,./dataset/obj98__25.png,obj98,[49 46 26 ... 26 26 26]
3561,./dataset/obj26__65.png,obj26,[49 46 26 ... 26 26 26]
3562,./dataset/obj98__295.png,obj98,[49 46 25 ... 25 25 25]
3563,./dataset/obj93__80.png,obj93,[49 46 25 ... 25 25 25]
3564,./dataset/obj92__335.png,obj92,[49 46 25 ... 25 25 25]
3565,./dataset/obj58__140.png,obj58,[49 46 26 ... 26 26 26]
3566,./dataset/obj13__265.png,obj13,[49 46 28 ... 28 28 28]
3567,./dataset/obj34__135.png,obj34,[49 46 25 ... 25 25 25]
3568,./dataset/obj67__95.png,obj67,[49 46 27 ... 27 27 27]
3569,./dataset/obj83__80.png,obj83,[49 46 27 ... 27 27 27]
3570,./dataset/obj99__295.png,obj99,[49 46 35 ... 35 35 35]
3571,./dataset/obj12__265.png,obj12,[49 46 28 ... 28 28 28]
3572,./dataset/obj35__135.png,obj35,[49 46 25 ... 25 25 25]
3573,./dataset/obj93__335.png,obj93,[49 46 25 ... 25 25 25]
3574,./dataset/obj59__140.png,obj59,[49 46 25 ... 22 25 25]
3575,./dataset/obj88__25.png,obj88,[49 46 26 ... 26 26 26]
3576,./dataset/obj36__65.png,obj36,[49 46 25 ... 25 25 25]
3577,./dataset/obj88__180.png,obj88,[49 46 25 ... 25 25 25]
3578,./dataset/obj48__255.png,obj48,[49 46 25 ... 25 25 25]
3579,./dataset/obj77__320.png,obj77,[49 46 26 ... 26 26 26]
3580,./dataset/obj24__220.png,obj24,[49 46 25 ... 25 25 25]
3581,./dataset/obj4__335.png,obj4,[49 46 26 ... 26 26 26]
3582,./dataset/obj5__335.png,obj5,[49 46 26 ... 26 26 26]
3583,./dataset/obj89__180.png,obj89,[49 46 25 ... 25 25 25]
3584,./dataset/obj76__320.png,obj76,[49 46 25 ... 25 25 25]
3585,./dataset/obj25__220.png,obj25,[49 46 27 ... 27 27 27]
3586,./dataset/obj49__255.png,obj49,[49 46 25 ... 25 25 25]
3587,./dataset/obj3__185.png,obj3,[49 46 25 ... 25 25 25]
3588,./dataset/obj85__290.png,obj85,[49 46 25 ... 25 25 25]
3589,./dataset/obj70__190.png,obj70,[49 46 25 ... 25 25 25]
3590,./dataset/obj31__315.png,obj31,[49 46 25 ... 25 25 25]
3591,./dataset/obj45__145.png,obj45,[49 46 27 ... 30 27 27]
3592,./dataset/obj62__215.png,obj62,[49 46 25 ... 25 25 25]
3593,./dataset/obj29__130.png,obj29,[49 46 25 ... 25 25 25]
3594,./dataset/obj97__115.png,obj97,[49 46 25 ... 25 25 25]
3595,./dataset/obj30__20.png,obj30,[49 46 25 ... 25 25 25]
3596,./dataset/obj71__190.png,obj71,[49 46 26 ... 26 26 26]
3597,./dataset/obj84__290.png,obj84,[49 46 25 ... 25 25 25]
3598,./dataset/obj28__130.png,obj28,[49 46 40 ... 40 40 40]
3599,./dataset/obj96__115.png,obj96,[49 46 26 ... 26 26 26]
3600,./dataset/obj44__145.png,obj44,[49 46 26 ... 26 26 26]
3601,./dataset/obj30__315.png,obj30,[49 46 25 ... 25 25 25]
3602,./dataset/obj63__215.png,obj63,[49 46 22 ... 25 25 26]
3603,./dataset/obj2__185.png,obj2,[49 46 25 ... 25 24 24]
3604,./dataset/obj20__20.png,obj20,[49 46 25 ... 25 25 25]
3605,./dataset/obj95__185.png,obj95,[49 46 27 ... 27 27 27]
3606,./dataset/obj41__40.png,obj41,[49 46 31 ... 31 31 31]
3607,./dataset/obj60__285.png,obj60,[49 46 28 ... 28 28 28]
3608,./dataset/obj55__250.png,obj55,[49 46 27 ... 27 27 27]
3609,./dataset/obj72__100.png,obj72,[49 46 26 ... 26 26 26]
3610,./dataset/obj87__200.png,obj87,[49 46 25 ... 25 25 25]
3611,./dataset/obj39__225.png,obj39,[49 46 25 ... 25 25 25]
3612,./dataset/obj1__115.png,obj1,[49 46 25 ... 25 25 25]
3613,./dataset/obj100__265.png,obj100,[49 46 25 ... 25 25 25]
3614,./dataset/obj6__75.png,obj6,[49 46 25 ... 25 25 25]
3615,./dataset/obj51__40.png,obj51,[49 46 25 ... 25 25 25]
3616,./dataset/obj61__285.png,obj61,[49 46 25 ... 25 25 25]
3617,./dataset/obj94__185.png,obj94,[49 46 25 ... 25 25 25]
3618,./dataset/obj86__200.png,obj86,[49 46 25 ... 25 25 25]
3619,./dataset/obj38__225.png,obj38,[49 46 26 ... 26 26 26]
3620,./dataset/obj54__250.png,obj54,[49 46 25 ... 28 28 25]
3621,./dataset/obj73__100.png,obj73,[49 46 25 ... 25 25 25]
3622,./dataset/obj66__90.png,obj66,[49 46 25 ... 28 29 25]
3623,./dataset/obj2__350.png,obj2,[49 46 27 ... 27 27 27]
3624,./dataset/obj69__160.png,obj69,[49 46 25 ... 25 25 25]
3625,./dataset/obj71__345.png,obj71,[49 46 26 ... 26 26 26]
3626,./dataset/obj22__245.png,obj22,[49 46 26 ... 26 26 26]
3627,./dataset/obj17__290.png,obj17,[49 46 25 ... 25 25 25]
3628,./dataset/obj82__85.png,obj82,[49 46 30 ... 30 30 30]
3629,./dataset/obj37__60.png,obj37,[49 46 25 ... 25 25 25]
3630,./dataset/obj89__20.png,obj89,[49 46 26 ... 26 26 26]
3631,./dataset/obj70__345.png,obj70,[49 46 27 ... 27 27 27]
3632,./dataset/obj23__245.png,obj23,[49 46 25 ... 25 25 25]
3633,./dataset/obj68__160.png,obj68,[49 46 26 ... 26 26 26]
3634,./dataset/obj16__290.png,obj16,[49 46 25 ... 25 25 25]
3635,./dataset/obj3__350.png,obj3,[49 46 25 ... 25 25 25]
3636,./dataset/obj76__90.png,obj76,[49 46 25 ... 25 25 25]
3637,./dataset/obj27__60.png,obj27,[49 46 25 ... 25 25 25]
3638,./dataset/obj99__20.png,obj99,[49 46 30 ... 30 30 30]
3639,./dataset/obj92__85.png,obj92,[49 46 25 ... 25 25 25]
3640,./dataset/obj79__275.png,obj79,[49 46 26 ... 26 26 26]
3641,./dataset/obj94__350.png,obj94,[49 46 25 ... 25 25 25]
3642,./dataset/obj15__200.png,obj15,[49 46 25 ... 25 25 25]
3643,./dataset/obj32__150.png,obj32,[49 46 25 ... 25 25 25]
3644,./dataset/obj46__300.png,obj46,[49 46 25 ... 25 25 25]
3645,./dataset/obj1__35.png,obj1,[49 46 25 ... 25 25 25]
3646,./dataset/obj14__200.png,obj14,[49 46 25 ... 25 25 25]
3647,./dataset/obj47__300.png,obj47,[49 46 25 ... 25 25 25]
3648,./dataset/obj33__150.png,obj33,[49 46 25 ... 25 25 25]
3649,./dataset/obj78__275.png,obj78,[49 46 28 ... 28 28 28]
3650,./dataset/obj95__350.png,obj95,[49 46 27 ... 27 27 27]
3651,./dataset/obj7__170.png,obj7,[49 46 25 ... 25 25 25]
3652,./dataset/obj53__235.png,obj53,[49 46 26 ... 26 26 26]
3653,./dataset/obj74__165.png,obj74,[49 46 25 ... 25 25 25]
3654,./dataset/obj81__265.png,obj81,[49 46 28 ... 28 28 28]
3655,./dataset/obj18__110.png,obj18,[49 46 26 ... 26 26 26]
3656,./dataset/obj21__25.png,obj21,[49 46 28 ... 28 28 28]
3657,./dataset/obj80__265.png,obj80,[49 46 30 ... 30 30 30]
3658,./dataset/obj19__110.png,obj19,[49 46 25 ... 25 25 25]
3659,./dataset/obj52__235.png,obj52,[49 46 25 ... 25 25 25]
3660,./dataset/obj75__165.png,obj75,[49 46 28 ... 28 28 28]
3661,./dataset/obj31__25.png,obj31,[49 46 25 ... 25 25 25]
3662,./dataset/obj6__170.png,obj6,[49 46 25 ... 25 25 25]
3663,./dataset/obj50__45.png,obj50,[49 46 27 ... 27 27 27]
3664,./dataset/obj43__120.png,obj43,[49 46 28 ... 28 28 28]
3665,./dataset/obj89__355.png,obj89,[49 46 25 ... 25 25 25]
3666,./dataset/obj64__270.png,obj64,[49 46 26 ... 26 26 26]
3667,./dataset/obj91__170.png,obj91,[49 46 25 ... 25 25 25]
3668,./dataset/obj40__45.png,obj40,[49 46 26 ... 26 26 26]
3669,./dataset/obj7__70.png,obj7,[49 46 25 ... 25 25 25]
3670,./dataset/obj90__170.png,obj90,[49 46 25 ... 25 25 25]
3671,./dataset/obj42__120.png,obj42,[49 46 27 ... 27 27 27]
3672,./dataset/obj88__355.png,obj88,[49 46 25 ... 25 25 25]
3673,./dataset/obj65__270.png,obj65,[49 46 26 ... 26 26 26]
3674,./dataset/obj40__195.png,obj40,[49 46 26 ... 26 26 26]
3675,./dataset/obj19__135.png,obj19,[49 46 25 ... 25 25 25]
3676,./dataset/obj80__240.png,obj80,[49 46 28 ... 27 28 30]
3677,./dataset/obj75__140.png,obj75,[49 46 31 ... 31 31 31]
3678,./dataset/obj52__210.png,obj52,[49 46 25 ... 25 25 25]
3679,./dataset/obj6__155.png,obj6,[49 46 25 ... 25 25 25]
3680,./dataset/obj7__155.png,obj7,[49 46 25 ... 25 25 25]
3681,./dataset/obj41__195.png,obj41,[49 46 32 ... 32 32 32]
3682,./dataset/obj74__140.png,obj74,[49 46 25 ... 25 25 25]
3683,./dataset/obj53__210.png,obj53,[49 46 27 ... 27 27 27]
3684,./dataset/obj18__135.png,obj18,[49 46 26 ... 26 26 26]
3685,./dataset/obj81__240.png,obj81,[49 46 25 ... 25 25 25]
3686,./dataset/obj50__280.png,obj50,[49 46 27 ... 27 27 27]
3687,./dataset/obj90__155.png,obj90,[49 46 25 ... 25 25 25]
3688,./dataset/obj65__255.png,obj65,[49 46 26 ... 26 26 26]
3689,./dataset/obj42__105.png,obj42,[49 46 27 ... 27 27 27]
3690,./dataset/obj36__355.png,obj36,[49 46 25 ... 25 25 25]
3691,./dataset/obj11__90.png,obj11,[49 46 28 ... 28 28 28]
3692,./dataset/obj40__60.png,obj40,[49 46 26 ... 26 26 26]
3693,./dataset/obj7__55.png,obj7,[49 46 25 ... 25 25 25]
3694,./dataset/obj51__280.png,obj51,[49 46 33 ... 33 33 33]
3695,./dataset/obj64__255.png,obj64,[49 46 26 ... 26 26 26]
3696,./dataset/obj37__355.png,obj37,[49 46 25 ... 25 25 25]
3697,./dataset/obj43__105.png,obj43,[49 46 27 ... 27 27 27]
3698,./dataset/obj91__155.png,obj91,[49 46 25 ... 25 25 25]
3699,./dataset/obj50__60.png,obj50,[49 46 26 ... 26 26 26]
3700,./dataset/obj27__45.png,obj27,[49 46 28 ... 28 28 28]
3701,./dataset/obj23__260.png,obj23,[49 46 25 ... 25 25 25]
3702,./dataset/obj68__145.png,obj68,[49 46 25 ... 25 25 25]
3703,./dataset/obj37__45.png,obj37,[49 46 26 ... 26 26 26]
3704,./dataset/obj84__0.png,obj84,[49 46 25 ... 25 25 25]
3705,./dataset/obj69__145.png,obj69,[49 46 25 ... 25 25 25]
3706,./dataset/obj22__260.png,obj22,[49 46 26 ... 26 26 26]
3707,./dataset/obj56__25.png,obj56,[49 46 27 ... 27 27 27]
3708,./dataset/obj33__175.png,obj33,[49 46 25 ... 25 25 25]
3709,./dataset/obj47__325.png,obj47,[49 46 25 ... 25 25 25]
3710,./dataset/obj14__225.png,obj14,[49 46 25 ... 25 25 25]
3711,./dataset/obj78__250.png,obj78,[49 46 28 ... 28 28 28]
3712,./dataset/obj1__10.png,obj1,[49 46 25 ... 25 25 25]
3713,./dataset/obj79__250.png,obj79,[49 46 26 ... 26 26 26]
3714,./dataset/obj46__325.png,obj46,[49 46 26 ... 26 26 26]
3715,./dataset/obj32__175.png,obj32,[49 46 25 ... 25 25 25]
3716,./dataset/obj15__225.png,obj15,[49 46 25 ... 25 25 25]
3717,./dataset/obj46__25.png,obj46,[49 46 25 ... 25 25 25]
3718,./dataset/obj28__115.png,obj28,[49 46 43 ... 43 43 43]
3719,./dataset/obj96__130.png,obj96,[49 46 26 ... 26 26 26]
3720,./dataset/obj63__230.png,obj63,[49 46 25 ... 25 24 22]
3721,./dataset/obj30__330.png,obj30,[49 46 25 ... 25 25 25]
3722,./dataset/obj44__160.png,obj44,[49 46 29 ... 29 29 29]
3723,./dataset/obj62__230.png,obj62,[49 46 25 ... 25 25 25]
3724,./dataset/obj45__160.png,obj45,[49 46 24 ... 29 27 27]
3725,./dataset/obj31__330.png,obj31,[49 46 25 ... 25 25 25]
3726,./dataset/obj29__115.png,obj29,[49 46 25 ... 25 25 25]
3727,./dataset/obj97__130.png,obj97,[49 46 26 ... 26 26 26]
3728,./dataset/obj86__225.png,obj86,[49 46 25 ... 25 25 25]
3729,./dataset/obj38__200.png,obj38,[49 46 25 ... 25 25 25]
3730,./dataset/obj73__125.png,obj73,[49 46 25 ... 25 25 25]
3731,./dataset/obj54__275.png,obj54,[49 46 25 ... 25 25 25]
3732,./dataset/obj51__65.png,obj51,[49 46 25 ... 25 25 25]
3733,./dataset/obj10__95.png,obj10,[49 46 27 ... 27 27 27]
3734,./dataset/obj72__125.png,obj72,[49 46 26 ... 26 26 26]
3735,./dataset/obj55__275.png,obj55,[49 46 27 ... 27 27 27]
3736,./dataset/obj87__225.png,obj87,[49 46 25 ... 25 25 25]
3737,./dataset/obj39__200.png,obj39,[49 46 25 ... 28 30 30]
3738,./dataset/obj41__65.png,obj41,[49 46 30 ... 30 30 30]
3739,./dataset/obj6__50.png,obj6,[49 46 25 ... 25 25 25]
3740,./dataset/obj1__130.png,obj1,[49 46 25 ... 25 25 25]
3741,./dataset/obj100__240.png,obj100,[49 46 25 ... 25 25 25]
3742,./dataset/obj41__340.png,obj41,[49 46 27 ... 27 27 27]
3743,./dataset/obj35__110.png,obj35,[49 46 25 ... 25 25 25]
3744,./dataset/obj12__240.png,obj12,[49 46 25 ... 25 25 25]
3745,./dataset/obj93__310.png,obj93,[49 46 25 ... 25 25 25]
3746,./dataset/obj59__165.png,obj59,[49 46 25 ... 25 25 25]
3747,./dataset/obj27__295.png,obj27,[49 46 25 ... 25 25 25]
3748,./dataset/obj36__40.png,obj36,[49 46 25 ... 25 25 25]
3749,./dataset/obj94__5.png,obj94,[49 46 25 ... 25 25 25]
3750,./dataset/obj26__40.png,obj26,[49 46 26 ... 26 26 26]
3751,./dataset/obj92__310.png,obj92,[49 46 25 ... 25 25 25]
3752,./dataset/obj58__165.png,obj58,[49 46 25 ... 25 25 25]
3753,./dataset/obj34__110.png,obj34,[49 46 25 ... 25 25 25]
3754,./dataset/obj40__340.png,obj40,[49 46 25 ... 25 25 25]
3755,./dataset/obj13__240.png,obj13,[49 46 27 ... 27 27 27]
3756,./dataset/obj26__295.png,obj26,[49 46 26 ... 26 26 26]
3757,./dataset/obj5__310.png,obj5,[49 46 26 ... 26 26 26]
3758,./dataset/obj25__205.png,obj25,[49 46 27 ... 27 27 27]
3759,./dataset/obj76__305.png,obj76,[49 46 25 ... 25 25 25]
3760,./dataset/obj49__270.png,obj49,[49 46 25 ... 25 25 25]
3761,./dataset/obj37__180.png,obj37,[49 46 26 ... 26 26 26]
3762,./dataset/obj47__20.png,obj47,[49 46 25 ... 25 25 25]
3763,./dataset/obj48__270.png,obj48,[49 46 25 ... 25 25 25]
3764,./dataset/obj24__205.png,obj24,[49 46 25 ... 25 25 25]
3765,./dataset/obj77__305.png,obj77,[49 46 26 ... 26 26 26]
3766,./dataset/obj36__180.png,obj36,[49 46 25 ... 25 25 25]
3767,./dataset/obj4__310.png,obj4,[49 46 25 ... 25 25 25]
3768,./dataset/obj57__20.png,obj57,[49 46 25 ... 25 25 25]
3769,./dataset/obj16__100.png,obj16,[49 46 25 ... 25 25 25]
3770,./dataset/obj62__350.png,obj62,[49 46 25 ... 25 25 25]
3771,./dataset/obj31__250.png,obj31,[49 46 25 ... 27 25 25]
3772,./dataset/obj9__160.png,obj9,[49 46 27 ... 27 27 27]
3773,./dataset/obj25__20.png,obj25,[49 46 27 ... 27 27 27]
3774,./dataset/obj8__160.png,obj8,[49 46 25 ... 25 25 25]
3775,./dataset/obj63__350.png,obj63,[49 46 25 ... 21 25 25]
3776,./dataset/obj17__100.png,obj17,[49 46 26 ... 26 26 26]
3777,./dataset/obj30__250.png,obj30,[49 46 25 ... 25 25 25]
3778,./dataset/obj35__20.png,obj35,[49 46 25 ... 25 25 25]
3779,./dataset/obj100__320.png,obj100,[49 46 25 ... 25 25 25]
3780,./dataset/obj54__40.png,obj54,[49 46 25 ... 25 25 25]
3781,./dataset/obj14__190.png,obj14,[49 46 25 ... 25 25 25]
3782,./dataset/obj87__345.png,obj87,[49 46 25 ... 25 25 25]
3783,./dataset/obj55__315.png,obj55,[49 46 27 ... 27 27 27]
3784,./dataset/obj21__145.png,obj21,[49 46 27 ... 27 27 27]
3785,./dataset/obj15__190.png,obj15,[49 46 25 ... 25 25 25]
3786,./dataset/obj20__145.png,obj20,[49 46 25 ... 25 25 25]
3787,./dataset/obj3__75.png,obj3,[49 46 25 ... 25 25 25]
3788,./dataset/obj54__315.png,obj54,[49 46 25 ... 25 25 25]
3789,./dataset/obj86__345.png,obj86,[49 46 25 ... 25 25 25]
3790,./dataset/obj44__40.png,obj44,[49 46 26 ... 26 26 26]
3791,./dataset/obj69__30.png,obj69,[49 46 25 ... 25 25 25]
3792,./dataset/obj96__0.png,obj96,[49 46 27 ... 27 27 27]
3793,./dataset/obj62__95.png,obj62,[49 46 25 ... 25 25 25]
3794,./dataset/obj19__280.png,obj19,[49 46 25 ... 25 25 25]
3795,./dataset/obj40__220.png,obj40,[49 46 26 ... 26 26 26]
3796,./dataset/obj67__170.png,obj67,[49 46 25 ... 25 25 25]
3797,./dataset/obj13__320.png,obj13,[49 46 27 ... 27 27 27]
3798,./dataset/obj33__65.png,obj33,[49 46 25 ... 25 25 25]
3799,./dataset/obj92__270.png,obj92,[49 46 25 ... 25 25 25]
3800,./dataset/obj86__80.png,obj86,[49 46 25 ... 25 25 25]
3801,./dataset/obj72__95.png,obj72,[49 46 26 ... 26 26 26]
3802,./dataset/obj79__30.png,obj79,[49 46 27 ... 27 27 27]
3803,./dataset/obj96__80.png,obj96,[49 46 27 ... 27 27 27]
3804,./dataset/obj18__280.png,obj18,[49 46 26 ... 26 26 26]
3805,./dataset/obj93__270.png,obj93,[49 46 25 ... 25 25 25]
3806,./dataset/obj41__220.png,obj41,[49 46 33 ... 33 33 33]
3807,./dataset/obj12__320.png,obj12,[49 46 29 ... 29 29 29]
3808,./dataset/obj23__65.png,obj23,[49 46 25 ... 25 25 25]
3809,./dataset/obj66__170.png,obj66,[49 46 25 ... 25 25 25]
3810,./dataset/obj5__30.png,obj5,[49 46 26 ... 26 26 26]
3811,./dataset/obj4__270.png,obj4,[49 46 25 ... 25 25 25]
